portfolio,execution_date,event_type,ticker,name,signal_date,signal_type,open_price,shares_before,shares_delta,shares_after,cash_before,cash_delta,cash_after,position_cost_basis,realized_pnl,realized_return,partial_profit_taken,portfolio_equity_after_execution
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-05-24,FULL_EXIT,145720,덴티움,2021-05-17,FUNDAMENTAL_B_SHARP_DECLINE,56000.0,72,-72,0,108795261.0,4032000.0,112827261.0,69000.0,-936000.0,-18.84058,False,201348744.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-05-24,ENTRY,009450,경동나비엔,2021-05-21,ABC_FASTCORE_ENTRY,62500.0,0,80,80,112827261.0,-5000000.0,107827261.0,62500.0,0.0,0.0,False,201348744.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-05-24,ENTRY,017800,현대엘리베이터,2021-05-21,ABC_FASTCORE_ENTRY,51400.0,0,97,97,107827261.0,-4985800.0,102841461.0,51400.0,0.0,0.0,False,201348744.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-05-24,ENTRY,043150,바텍,2021-05-21,ABC_FASTCORE_ENTRY,31800.0,0,157,157,102841461.0,-4992600.0,97848861.0,31800.0,0.0,0.0,False,201348744.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-05-24,ENTRY,069960,현대백화점,2021-05-21,ABC_FASTCORE_ENTRY,88800.0,0,56,56,97848861.0,-4972800.0,92876061.0,88800.0,0.0,0.0,False,201348744.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-05-24,ENTRY,004170,신세계,2021-05-21,ABC_FASTCORE_ENTRY,299500.0,0,16,16,92876061.0,-4792000.0,88084061.0,299500.0,0.0,0.0,False,201348744.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-05-24,ENTRY,033290,로젠,2021-05-21,ABC_FASTCORE_ENTRY,5534.0,0,903,903,88084061.0,-4997202.0,83086859.0,5534.0,0.0,0.0,False,201348744.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-05-24,ENTRY,041830,인바디,2021-05-21,ABC_FASTCORE_ENTRY,26950.0,0,185,185,83086859.0,-4985750.0,78101109.0,26950.0,0.0,0.0,False,201348744.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-05-24,ENTRY,051600,한전KPS,2021-05-21,ABC_FASTCORE_ENTRY,41500.0,0,120,120,78101109.0,-4980000.0,73121109.0,41500.0,0.0,0.0,False,201348744.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-05-31,ENTRY,001680,대상,2021-05-28,ABC_FASTCORE_ENTRY,29550.0,0,169,169,73121109.0,-4993950.0,68127159.0,29550.0,0.0,0.0,False,206149630.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-05-31,ENTRY,021240,코웨이,2021-05-28,ABC_FASTCORE_ENTRY,81200.0,0,61,61,68127159.0,-4953200.0,63173959.0,81200.0,0.0,0.0,False,206149630.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-05-31,ENTRY,057050,현대홈쇼핑,2021-05-28,ABC_FASTCORE_ENTRY,93000.0,0,53,53,63173959.0,-4929000.0,58244959.0,93000.0,0.0,0.0,False,206149630.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-05-31,ENTRY,000050,경방,2021-05-28,ABC_FASTCORE_ENTRY,15300.0,0,326,326,58244959.0,-4987800.0,53257159.0,15300.0,0.0,0.0,False,206149630.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-05-31,ENTRY,284740,쿠쿠홈시스,2021-05-28,ABC_FASTCORE_ENTRY,51400.0,0,97,97,53257159.0,-4985800.0,48271359.0,51400.0,0.0,0.0,False,206149630.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-05-31,ENTRY,035600,KG이니시스,2021-05-28,ABC_FASTCORE_ENTRY,21950.0,0,227,227,48271359.0,-4982650.0,43288709.0,21950.0,0.0,0.0,False,206149630.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-05-31,ENTRY,192820,코스맥스,2021-05-28,ABC_FASTCORE_ENTRY,126000.0,0,39,39,43288709.0,-4914000.0,38374709.0,126000.0,0.0,0.0,False,206149630.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-05-31,ENTRY,002790,아모레퍼시픽홀딩스,2021-05-28,ABC_FASTCORE_ENTRY,76600.0,0,65,65,38374709.0,-4979000.0,33395709.0,76600.0,0.0,0.0,False,206149630.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-05-31,ENTRY,012450,한화에어로스페이스,2021-05-28,ABC_FASTCORE_ENTRY,48282.0,0,103,103,33395709.0,-4973046.0,28422663.0,48282.0,0.0,0.0,False,206149630.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-06-07,ENTRY,041510,에스엠,2021-06-04,ABC_FASTCORE_ENTRY,44500.0,0,112,112,28422663.0,-4984000.0,23438663.0,44500.0,0.0,0.0,False,205680376.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-06-07,ENTRY,009970,영원무역홀딩스,2021-06-04,ABC_FASTCORE_ENTRY,50300.0,0,99,99,23438663.0,-4979700.0,18458963.0,50300.0,0.0,0.0,False,205680376.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-06-07,ENTRY,005300,롯데칠성,2021-06-04,ABC_FASTCORE_ENTRY,159000.0,0,31,31,18458963.0,-4929000.0,13529963.0,159000.0,0.0,0.0,False,205680376.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-06-07,ENTRY,093050,LF,2021-06-04,ABC_FASTCORE_ENTRY,20250.0,0,246,246,13529963.0,-4981500.0,8548463.0,20250.0,0.0,0.0,False,205680376.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-06-07,ENTRY,002990,금호건설,2021-06-04,ABC_FASTCORE_ENTRY,12500.0,0,400,400,8548463.0,-5000000.0,3548463.0,12500.0,0.0,0.0,False,205680376.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-06-07,ENTRY,004990,롯데지주,2021-06-04,ABC_FASTCORE_ENTRY,42300.0,0,83,83,3548463.0,-3510900.0,37563.0,42300.0,0.0,0.0,False,205680376.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-06-21,ENTRY,002100,경농,2021-06-18,ABC_FASTCORE_ENTRY,17900.0,0,2,2,37563.0,-35800.0,1763.0,17900.0,0.0,0.0,False,205937139.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-08-09,PARTIAL_PROFIT,041510,에스엠,2021-06-04,PROFIT_50_TRIGGER,68900.0,112,-56,56,1763.0,3858400.0,3860163.0,44500.0,1366400.0,54.831461,True,203954300.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-08-17,FULL_EXIT,005300,롯데칠성,2021-08-13,FUNDAMENTAL_B_SHARP_DECLINE,131500.0,31,-31,0,3860163.0,4076500.0,7936663.0,159000.0,-852500.0,-17.295597,False,199464360.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-08-17,FULL_EXIT,004990,롯데지주,2021-08-13,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,35950.0,83,-83,0,7936663.0,2983850.0,10920513.0,42300.0,-527050.0,-15.01182,False,199464360.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-08-23,FULL_EXIT,007340,DN오토모티브,2021-08-17,FUNDAMENTAL_B_SHARP_DECLINE,8402.0,808,-808,0,10920513.0,6788816.0,17709329.0,6188.0,1788912.0,35.778927,False,187514444.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-08-23,FULL_EXIT,024720,콜마홀딩스,2021-08-17,FUNDAMENTAL_B_SHARP_DECLINE,11357.0,323,-323,0,17709329.0,3668311.0,21377640.0,15460.0,-1325269.0,-26.539457,False,187514444.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-08-23,FULL_EXIT,023410,유진기업,2021-08-17,FUNDAMENTAL_B_SHARP_DECLINE,4810.0,853,-853,0,21377640.0,4102930.0,25480570.0,5860.0,-895650.0,-17.918089,False,187514444.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-08-23,FULL_EXIT,043150,바텍,2021-08-17,FUNDAMENTAL_B_SHARP_DECLINE,41650.0,157,-157,0,25480570.0,6539050.0,32019620.0,31800.0,1546450.0,30.974843,False,187514444.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-08-23,FULL_EXIT,069960,현대백화점,2021-08-17,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,76000.0,56,-56,0,32019620.0,4256000.0,36275620.0,88800.0,-716800.0,-14.414414,False,187514444.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-08-23,FULL_EXIT,004170,신세계,2021-08-17,FUNDAMENTAL_A_OPERATING_LOSS,247000.0,16,-16,0,36275620.0,3952000.0,40227620.0,299500.0,-840000.0,-17.529215,False,187514444.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-08-23,FULL_EXIT,041830,인바디,2021-08-17,FUNDAMENTAL_B_SHARP_DECLINE,28300.0,185,-185,0,40227620.0,5235500.0,45463120.0,26950.0,249750.0,5.009276,False,187514444.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-08-23,FULL_EXIT,002790,아모레퍼시픽홀딩스,2021-08-17,FUNDAMENTAL_B_SHARP_DECLINE,54300.0,65,-65,0,45463120.0,3529500.0,48992620.0,76600.0,-1449500.0,-29.112272,False,187514444.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-08-23,FULL_EXIT,009970,영원무역홀딩스,2021-08-17,FUNDAMENTAL_B_SHARP_DECLINE,43550.0,99,-99,0,48992620.0,4311450.0,53304070.0,50300.0,-668250.0,-13.419483,False,187514444.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-08-23,ENTRY,003800,에이스침대,2021-08-20,ABC_FASTCORE_ENTRY,48250.0,0,103,103,53304070.0,-4969750.0,48334320.0,48250.0,0.0,0.0,False,187514444.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-08-23,ENTRY,010120,LS ELECTRIC,2021-08-20,ABC_FASTCORE_ENTRY,12280.0,0,407,407,48334320.0,-4997960.0,43336360.0,12280.0,0.0,0.0,False,187514444.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-08-23,ENTRY,039840,디오,2021-08-20,ABC_FASTCORE_ENTRY,52100.0,0,95,95,43336360.0,-4949500.0,38386860.0,52100.0,0.0,0.0,False,187514444.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-08-30,ENTRY,069260,TKG휴켐스,2021-08-27,ABC_FASTCORE_ENTRY,26650.0,0,187,187,38386860.0,-4983550.0,33403310.0,26650.0,0.0,0.0,False,193931295.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-08-30,ENTRY,100120,뷰웍스,2021-08-27,ABC_FASTCORE_ENTRY,46200.0,0,108,108,33403310.0,-4989600.0,28413710.0,46200.0,0.0,0.0,False,193931295.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-08-30,ENTRY,000880,한화,2021-08-27,ABC_FASTCORE_ENTRY,42556.0,0,117,117,28413710.0,-4979052.0,23434658.0,42556.0,0.0,0.0,False,193931295.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-08-30,ENTRY,041830,인바디,2021-08-27,ABC_FASTCORE_ENTRY,29800.0,0,167,167,23434658.0,-4976600.0,18458058.0,29800.0,0.0,0.0,False,193931295.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-09-06,FULL_EXIT,084110,휴온스글로벌,2021-08-31,EXIT4_SCORE_DRAWDOWN_GE_15,69253.0,72,-72,0,18458058.0,4986216.0,23444274.0,34626.0,2493144.0,100.002888,True,195633480.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-09-23,PARTIAL_PROFIT,028050,삼성E&A,2021-04-30,PROFIT_50_TRIGGER,27000.0,290,-145,145,23444274.0,3915000.0,27359274.0,17200.0,1421000.0,56.976744,True,192621898.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-09-23,ENTRY,060980,HL홀딩스,2021-09-17,ABC_FASTCORE_ENTRY,56700.0,0,88,88,27359274.0,-4989600.0,22369674.0,56700.0,0.0,0.0,False,192621898.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-09-23,ENTRY,145990,삼양사,2021-09-17,ABC_FASTCORE_ENTRY,77000.0,0,64,64,22369674.0,-4928000.0,17441674.0,77000.0,0.0,0.0,False,192621898.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-09-23,ENTRY,012510,더존비즈온,2021-09-17,ABC_FASTCORE_ENTRY,107500.0,0,46,46,17441674.0,-4945000.0,12496674.0,107500.0,0.0,0.0,False,192621898.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-10-05,FULL_EXIT,028050,삼성E&A,2021-09-30,EXIT4_SCORE_DRAWDOWN_GE_15,25450.0,145,-145,0,12496674.0,3690250.0,16186924.0,17200.0,1196250.0,47.965116,True,187171769.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-10-05,FULL_EXIT,012450,한화에어로스페이스,2021-09-30,EXIT4_SCORE_DRAWDOWN_GE_15,52562.0,103,-103,0,16186924.0,5413886.0,21600810.0,48282.0,440840.0,8.864587,False,187171769.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-10-05,ENTRY,119610,인터로조,2021-10-01,ABC_FASTCORE_ENTRY,19800.0,0,252,252,21600810.0,-4989600.0,16611210.0,19800.0,0.0,0.0,False,187171769.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-10-25,ENTRY,082920,비츠로셀,2021-10-22,ABC_FASTCORE_ENTRY,8705.0,0,574,574,16611210.0,-4996670.0,11614540.0,8705.0,0.0,0.0,False,193073335.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-11-01,FULL_EXIT,041510,에스엠,2021-10-31,EXIT4_SCORE_DRAWDOWN_GE_15,79400.0,56,-56,0,11614540.0,4446400.0,16060940.0,44500.0,1954400.0,78.426966,True,189326182.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-11-15,FULL_EXIT,105630,한세실업,2021-11-12,FUNDAMENTAL_B_SHARP_DECLINE,25200.0,176,-176,0,16060940.0,4435200.0,20496140.0,28300.0,-545600.0,-10.954064,False,184329046.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-11-15,FULL_EXIT,039840,디오,2021-11-12,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,37500.0,95,-95,0,20496140.0,3562500.0,24058640.0,52100.0,-1387000.0,-28.023033,False,184329046.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-11-15,FULL_EXIT,082920,비츠로셀,2021-11-10,FUNDAMENTAL_B_SHARP_DECLINE,7620.0,574,-574,0,24058640.0,4373880.0,28432520.0,8705.0,-622790.0,-12.464101,False,184329046.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-11-22,FULL_EXIT,037710,광주신세계,2021-11-15,FUNDAMENTAL_B_SHARP_DECLINE,36500.0,131,-131,0,28432520.0,4781500.0,33214020.0,38100.0,-209600.0,-4.199475,False,180655618.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-11-22,FULL_EXIT,093050,LF,2021-11-15,FUNDAMENTAL_A_OPERATING_LOSS,18500.0,246,-246,0,33214020.0,4551000.0,37765020.0,20250.0,-430500.0,-8.641975,False,180655618.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-11-22,FULL_EXIT,002100,경농,2021-11-15,FUNDAMENTAL_A_OPERATING_LOSS,11800.0,2,-2,0,37765020.0,23600.0,37788620.0,17900.0,-12200.0,-34.078212,False,180655618.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-11-22,FULL_EXIT,069260,TKG휴켐스,2021-11-15,FUNDAMENTAL_B_SHARP_DECLINE,22900.0,187,-187,0,37788620.0,4282300.0,42070920.0,26650.0,-701250.0,-14.071295,False,180655618.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-11-22,FULL_EXIT,119610,인터로조,2021-11-15,FUNDAMENTAL_B_SHARP_DECLINE,19658.0,252,-252,0,42070920.0,4953816.0,47024736.0,19800.0,-35784.0,-0.717172,False,180655618.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-11-22,ENTRY,181710,NHN,2021-11-19,ABC_FASTCORE_ENTRY,48251.0,0,103,103,47024736.0,-4969853.0,42054883.0,48251.0,0.0,0.0,False,180655618.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-12-06,FULL_EXIT,034810,해성산업,2021-11-30,EXIT4_SCORE_DRAWDOWN_GE_15,13800.0,318,-318,0,42054883.0,4388400.0,46443283.0,15723.0,-611514.0,-12.23049,False,175569759.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-12-06,FULL_EXIT,009450,경동나비엔,2021-11-30,EXIT4_SCORE_DRAWDOWN_GE_15,55700.0,80,-80,0,46443283.0,4456000.0,50899283.0,62500.0,-544000.0,-10.88,False,175569759.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-12-06,FULL_EXIT,060980,HL홀딩스,2021-11-30,EXIT4_SCORE_DRAWDOWN_GE_15,45250.0,88,-88,0,50899283.0,3982000.0,54881283.0,56700.0,-1007600.0,-20.194004,False,175569759.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2021-12-27,ENTRY,090460,비에이치,2021-12-24,ABC_FASTCORE_ENTRY,23300.0,0,214,214,54881283.0,-4986200.0,49895083.0,23300.0,0.0,0.0,False,178263280.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2022-01-10,ENTRY,077500,유니퀘스트,2022-01-07,ABC_FASTCORE_ENTRY,6250.0,0,800,800,49895083.0,-5000000.0,44895083.0,6250.0,0.0,0.0,False,176093501.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2022-01-24,ENTRY,100130,동국S&C,2022-01-21,ABC_FASTCORE_ENTRY,6670.0,0,749,749,44895083.0,-4995830.0,39899253.0,6670.0,0.0,0.0,False,169756983.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2022-01-24,ENTRY,001820,삼화콘덴서,2022-01-21,ABC_FASTCORE_ENTRY,65600.0,0,76,76,39899253.0,-4985600.0,34913653.0,65600.0,0.0,0.0,False,169756983.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2022-02-03,ENTRY,053610,프로텍,2022-01-28,ABC_FASTCORE_ENTRY,34000.0,0,147,147,34913653.0,-4998000.0,29915653.0,34000.0,0.0,0.0,False,166050963.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2022-02-07,FULL_EXIT,033290,로젠,2022-01-31,EXIT4_SCORE_DRAWDOWN_GE_15,7374.0,903,-903,0,29915653.0,6658722.0,36574375.0,5534.0,1661520.0,33.249006,False,169312047.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2022-02-07,FULL_EXIT,145990,삼양사,2022-01-31,EXIT3_PROGRESSED_TO_TRANSITION,64000.0,64,-64,0,36574375.0,4096000.0,40670375.0,77000.0,-832000.0,-16.883117,False,169312047.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2022-03-07,ENTRY,000660,SK하이닉스,2022-03-04,ABC_FASTCORE_ENTRY,119000.0,0,42,42,40670375.0,-4998000.0,35672375.0,119000.0,0.0,0.0,False,168222824.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2022-03-21,FULL_EXIT,100130,동국S&C,2022-03-14,FUNDAMENTAL_A_OPERATING_LOSS,5620.0,749,-749,0,35672375.0,4209380.0,39881755.0,6670.0,-786450.0,-15.742129,False,169652911.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2022-03-21,ENTRY,005610,삼립,2022-03-18,ABC_FASTCORE_ENTRY,96700.0,0,51,51,39881755.0,-4931700.0,34950055.0,96700.0,0.0,0.0,False,169652911.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2022-03-28,FULL_EXIT,051600,한전KPS,2022-03-21,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,42350.0,120,-120,0,34950055.0,5082000.0,40032055.0,41500.0,102000.0,2.048193,False,171561177.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2022-03-28,FULL_EXIT,284740,쿠쿠홈시스,2022-03-22,FUNDAMENTAL_A_OPERATING_LOSS,35200.0,97,-97,0,40032055.0,3414400.0,43446455.0,51400.0,-1571400.0,-31.51751,False,171561177.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2022-03-28,ENTRY,056190,SFA,2022-03-25,ABC_FASTCORE_ENTRY,40500.0,0,123,123,43446455.0,-4981500.0,38464955.0,40500.0,0.0,0.0,False,171561177.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2022-03-28,ENTRY,069620,대웅제약,2022-03-25,ABC_FASTCORE_ENTRY,166500.0,0,30,30,38464955.0,-4995000.0,33469955.0,166500.0,0.0,0.0,False,171561177.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2022-03-28,ENTRY,001060,JW중외제약,2022-03-25,ABC_FASTCORE_ENTRY,27624.0,0,181,181,33469955.0,-4999944.0,28470011.0,27624.0,0.0,0.0,False,171561177.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2022-03-28,ENTRY,039440,에스티아이,2022-03-25,ABC_FASTCORE_ENTRY,19500.0,0,256,256,28470011.0,-4992000.0,23478011.0,19500.0,0.0,0.0,False,171561177.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2022-04-04,ENTRY,001130,대한제분,2022-04-01,ABC_FASTCORE_ENTRY,18500.0,0,270,270,23478011.0,-4995000.0,18483011.0,18500.0,0.0,0.0,False,171100031.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2022-04-04,ENTRY,010780,아이에스동서,2022-04-01,ABC_FASTCORE_ENTRY,55200.0,0,90,90,18483011.0,-4968000.0,13515011.0,55200.0,0.0,0.0,False,171100031.0
PORTFOLIO_B_HALF_PROFIT_AT_50,2022-04-04,ENTRY,115960,연우,2022-04-01,ABC_FASTCORE_ENTRY,27450.0,0,182,182,13515011.0,-4995900.0,8519111.0,27450.0,0.0,0.0,False,171100031.0
